year,leaid,lea_name,fips
2011,100002,Alabama Youth Services,Alabama
2011,100005,Albertville City,Alabama
2011,100006,Marshall County,Alabama
2011,100007,Hoover City,Alabama
2011,100008,Madison City,Alabama
2011,100009,Al Inst Deaf And Blind,Alabama
2011,100011,Leeds City,Alabama
2011,100012,Boaz City,Alabama
2011,100013,Trussville City,Alabama
2011,100015,Safetynet Academy,Alabama
2011,100030,Alexander City,Alabama
2011,100033,Glenwood Mental Health Service,Alabama
2011,100060,Andalusia City,Alabama
2011,100090,Anniston City,Alabama
2011,100100,Arab City,Alabama
2011,100120,Athens City,Alabama
2011,100176,Alabama Correctional Facilities,Alabama
2011,100180,Attalla City,Alabama
2011,100185,Saraland City,Alabama
2011,100210,Auburn City,Alabama
2011,100240,Autauga County,Alabama
2011,100270,Baldwin County,Alabama
2011,100300,Barbour County,Alabama
2011,100330,Bessemer City,Alabama
2011,100360,Bibb County,Alabama
2011,100390,Birmingham City,Alabama
2011,100420,Blount County,Alabama
2011,100450,Brewton City,Alabama
2011,100480,Bullock County,Alabama
2011,100510,Butler County,Alabama
2011,100540,Calhoun County,Alabama
2011,100600,Chambers County,Alabama
2011,100630,Cherokee County,Alabama
2011,100660,Chilton County,Alabama
2011,100690,Choctaw County,Alabama
2011,100720,Clarke County,Alabama
2011,100750,Clay County,Alabama
2011,100780,Cleburne County,Alabama
2011,100810,Coffee County,Alabama
2011,100840,Colbert County,Alabama
2011,100870,Conecuh County,Alabama
2011,100900,Coosa County,Alabama
2011,100930,Covington County,Alabama
2011,100960,Crenshaw County,Alabama
2011,100990,Cullman City,Alabama
2011,101020,Cullman County,Alabama
2011,101050,Dale County,Alabama
2011,101080,Daleville City,Alabama
2011,101110,Dallas County,Alabama
2011,101140,Dekalb County,Alabama
2011,101170,Decatur City,Alabama
2011,101200,Demopolis City,Alabama
2011,101230,Dothan City,Alabama
2011,101260,Elba City,Alabama
2011,101290,Elmore County,Alabama
2011,101320,Enterprise City,Alabama
2011,101350,Escambia County,Alabama
2011,101380,Etowah County,Alabama
2011,101410,Eufaula City,Alabama
2011,101440,Fairfield City,Alabama
2011,101470,Fayette County,Alabama
2011,101530,Florence City,Alabama
2011,101560,Fort Payne City,Alabama
2011,101590,Franklin County,Alabama
2011,101620,Gadsden City,Alabama
2011,101640,Geneva City,Alabama
2011,101660,Geneva County,Alabama
2011,101680,Greene County,Alabama
2011,101690,Guntersville City,Alabama
2011,101710,Hale County,Alabama
2011,101720,Haleyville City,Alabama
2011,101730,Hartselle City,Alabama
2011,101740,Henry County,Alabama
2011,101760,Homewood City,Alabama
2011,101770,Houston County,Alabama
2011,101800,Huntsville City,Alabama
2011,101830,Jackson County,Alabama
2011,101860,Jacksonville City,Alabama
2011,101890,Jasper City,Alabama
2011,101920,Jefferson County,Alabama
2011,101950,Lamar County,Alabama
2011,101980,Lanett City,Alabama
2011,102010,Lauderdale County,Alabama
2011,102040,Lawrence County,Alabama
2011,102070,Lee County,Alabama
2011,102100,Limestone County,Alabama
2011,102130,Linden City,Alabama
2011,102160,Lowndes County,Alabama
2011,102190,Macon County,Alabama
2011,102220,Madison County,Alabama
2011,102250,Marengo County,Alabama
2011,102310,Marion County,Alabama
2011,102350,Midfield City,Alabama
2011,102370,Mobile County,Alabama
2011,102400,Monroe County,Alabama
2011,102430,Montgomery County,Alabama
2011,102480,Morgan County,Alabama
2011,102490,Mountain Brook City,Alabama
2011,102520,Muscle Shoals City,Alabama
2011,102550,Oneonta City,Alabama
2011,102580,Opelika City,Alabama
2011,102610,Opp City,Alabama
2011,102635,Oxford City,Alabama
2011,102640,Ozark City,Alabama
2011,102650,Pell City,Alabama
2011,102670,Perry County,Alabama
2011,102700,Phenix City,Alabama
2011,102730,Pickens County,Alabama
2011,102760,Piedmont City,Alabama
2011,102790,Pike County,Alabama
2011,102820,Randolph County,Alabama
2011,102850,Roanoke City,Alabama
2011,102880,Russell County,Alabama
2011,102910,Russellville City,Alabama
2011,102940,Scottsboro City,Alabama
2011,102970,Selma City,Alabama
2011,103000,Sheffield City,Alabama
2011,103030,Shelby County,Alabama
2011,103062,St Clair County,Alabama
2011,103090,Sumter County,Alabama
2011,103120,Sylacauga City,Alabama
2011,103150,Talladega City,Alabama
2011,103180,Talladega County,Alabama
2011,103210,Tallapoosa County,Alabama
2011,103240,Tallassee City,Alabama
2011,103270,Tarrant City,Alabama
2011,103300,Thomasville City,Alabama
2011,103330,Troy City,Alabama
2011,103360,Tuscaloosa City,Alabama
2011,103390,Tuscaloosa County,Alabama
2011,103420,Tuscumbia City,Alabama
2011,103430,Vestavia Hills City,Alabama
2011,103450,Walker County,Alabama
2011,103480,Washington County,Alabama
2011,103510,Wilcox County,Alabama
2011,103540,Winfield City,Alabama
2011,103580,Winston County,Alabama
2011,200001,Lower Kuskokwim School District,Alaska
2011,200003,Lower Yukon School District,Alaska
2011,200004,Yupiit School District,Alaska
2011,200007,Aleutians East Borough School District,Alaska
2011,200010,Aleutian Region School District,Alaska
2011,200020,Bering Strait School District,Alaska
2011,200030,Bristol Bay Borough School District,Alaska
2011,200050,Alaska Gateway School District,Alaska
2011,200060,Cordova City School District,Alaska
2011,200070,Copper River School District,Alaska
2011,200090,Craig City School District,Alaska
2011,200100,Delta/Greely School District,Alaska
2011,200120,Dillingham City School District,Alaska
2011,200130,Galena City School District,Alaska
2011,200150,Ketchikan Gateway Borough School District,Alaska
2011,200180,Anchorage School District,Alaska
2011,200210,Juneau Borough School District,Alaska
2011,200240,Sitka School District,Alaska
2011,200270,Haines Borough School District,Alaska
2011,200300,Hoonah City School District,Alaska
2011,200330,Hydaburg City School District,Alaska
2011,200390,Kenai Peninsula Borough School District,Alaska
2011,200480,Kodiak Island Borough School District,Alaska
2011,200485,Lake And Peninsula Borough School District,Alaska
2011,200510,Matanuska-Susitna Borough School District,Alaska
2011,200520,Iditarod Area School District,Alaska
2011,200525,Annette Island School District,Alaska
2011,200540,Nenana City School District,Alaska
2011,200570,Nome Public Schools,Alaska
2011,200600,Fairbanks North Star Borough School District,Alaska
2011,200610,North Slope Borough School District,Alaska
2011,200625,Northwest Arctic Borough School District,Alaska
2011,200660,Petersburg City School District,Alaska
2011,200670,Pribilof School District,Alaska
2011,200700,Southeast Island School District,Alaska
2011,200710,Southwest Region School District,Alaska
2011,200720,Unalaska City School District,Alaska
2011,200730,Chatham School District,Alaska
2011,200760,Kuspuk School District,Alaska
2011,200770,Denali Borough School District,Alaska
2011,200775,Yukon Flats School District,Alaska
2011,200780,Valdez City School District,Alaska
2011,200800,Chugach School District,Alaska
2011,200810,Wrangell Public School District,Alaska
2011,200862,Yukon/Koyukuk School District,Alaska
2011,400001,Cave Creek Unified District,Arizona
2011,400003,Chino Valley Unified District,Arizona
2011,400016,Center For Academic Success  Inc.,Arizona
2011,400021,Colorado City Unified District,Arizona
2011,400023,Pinon Unified District,Arizona
2011,400026,Heber-Overgaard Unified District,Arizona
2011,400047,Salt River Pima-Maricopa  Community Schools,Arizona
2011,400052,Espiritu Community Development Corp.,Arizona
2011,400055,Edupreneurship  Inc.,Arizona
2011,400065,Benjamin Franklin Charter School,Arizona
2011,400068,Montessori Day Public Schools Chartered  Inc.,Arizona
2011,400072,Montessori Education Centre Charter School,Arizona
2011,400074,Kingman Academy Of Learning,Arizona
2011,400077,Career Development  Inc.,Arizona
2011,400078,Edge School  Inc.  The,Arizona
2011,400079,Tucson Youth Development/Ace Charter High School,Arizona
2011,400082,Colorado River Union High School District,Arizona
2011,400083,Portable Practical Educational Preparation  Inc. (Ppep  Inc.,Arizona
2011,400101,Omega Schools D.b.a. Omega Academy  Inc.,Arizona
2011,400103,Ombudsman Educational Services  Ltd. A Subsidiary Of Educati,Arizona
2011,400107,International Commerce Secondary Schools  Inc.,Arizona
2011,400108,Humanities And Sciences Academy Of The United States  Inc.,Arizona
2011,400112,American Leadership Academy  Inc.,Arizona
2011,400120,Arizona Department Of Corrections,Arizona
2011,400126,Montessori Schoolhouse Of Tucson  Inc.,Arizona
2011,400128,Academy Of Excellence  Inc.,Arizona
2011,400130,American Heritage Academy,Arizona
2011,400131,The Charter Foundation  Inc.,Arizona
2011,400133,Employ-Ability Unlimited  Inc.,Arizona
2011,400152,New West School,Arizona
2011,400157,Sequoia Choice Schools  Lllp,Arizona
2011,400161,Westwind Children's Services,Arizona
2011,400163,Coconino County Regional Accommodation Sd,Arizona
2011,400164,Arizona Academy Of Science And Technology  Inc.,Arizona
2011,400182,Cambridge Academy  East   Inc,Arizona
2011,400190,Liberty Traditional Charter School,Arizona
2011,400191,Fit Kids  Inc. Dba Champion Schools,Arizona
2011,400197,Northern Arizona Vocational Institute Of Technology,Arizona
2011,400202,Academy Of Tucson  Inc.,Arizona
2011,400212,Benson Unified School District,Arizona
2011,400214,Shelby School The,Arizona
2011,400219,Career Success Schools,Arizona
2011,400235,Excalibur Charter Schools  Inc.,Arizona
2011,400236,Mission Charter School  Inc.,Arizona
2011,400239,P.l.c. Charter Schools,Arizona
2011,400241,Paragon Management  Inc.,Arizona
2011,400243,Skyline Schools  Inc.,Arizona
2011,400244,Choice Education And Development Corporation - Sequoia Chart,Arizona
2011,400245,Choice Education And Development Corporation - Learning Cros,Arizona
2011,400248,Telesis Center For Learning  Inc.,Arizona
2011,400266,Pace Preparatory Academy  Inc.,Arizona
2011,400273,Gar  Llc Dba Student Choice High School,Arizona
2011,400282,Harvest Power Community Development Group  Inc.,Arizona
2011,400295,Kingman Unified School District,Arizona
2011,400303,North Star Charter School  Inc.,Arizona
2011,400310,Carden Traditional School Of Surprise  Inc.,Arizona
2011,400311,E-Institute Charter Schools  Inc.,Arizona
2011,400313,New Visions Academy  Inc.,Arizona
2011,400316,Cobre Valley Institute Of Technology District,Arizona
2011,400320,Acorn Montessori Charter School,Arizona
2011,400324,Arizona School For Integrated Academics And Technologies  In,Arizona
2011,400327,Pointe Educational Services,Arizona
2011,400328,A Center For Creative Education,Arizona
2011,400329,Primavera Technical Learning Center,Arizona
2011,400341,Valley Academy For Career And Technology Education,Arizona
2011,400343,Griffin Foundation  Inc. The,Arizona
2011,400345,Cochise Technology District,Arizona
2011,400347,Coconino Association For Vocation Industry And Technology,Arizona
2011,400348,Central Arizona Valley Institute Of Technology,Arizona
2011,400349,Gila Institute For Technology,Arizona
2011,400361,Arizona Community Development Corporation,Arizona
2011,400363,Sc Jensen Corporation  Inc. Dba Intelli-School,Arizona
2011,400364,Pas Charter  Inc.  Dba Intelli-School,Arizona
2011,400373,Tucson International Academy  Inc.,Arizona
2011,400381,Carpe Diem Collegiate High School,Arizona
2011,400383,Life Skills Center Of Arizona  Inc. Dba Life Skills Center O,Arizona
2011,400395,Lead Charter Schools,Arizona
2011,400401,New World Educational Center,Arizona
2011,400413,Mohave Accelerated Elementary School  Inc.,Arizona
2011,400416,Starshine Academy,Arizona
2011,400418,Ahwatukee Foothills Prep  Inc.,Arizona
2011,400419,Gila County Regional School District,Arizona
2011,400420,Pillar Charter School,Arizona
2011,400450,Agua Fria Union High School District,Arizona
2011,400463,Arizona State School For The Deaf And Blind,Arizona
2011,400520,Ajo Unified District,Arizona
2011,400600,Alhambra Elementary District,Arizona
2011,400612,Northeast Arizona Technological Institute Of Vocational Educ,Arizona
2011,400613,Educational Impact  Inc.,Arizona
2011,400615,West-Mec - Western Maricopa Education Center,Arizona
2011,400617,Montezuma Public Charter Middle School,Arizona
2011,400621,Pinnacle Education-Tempe  Inc.,Arizona
2011,400636,Blueprint Education,Arizona
2011,400641,Edkey  Inc. - Sequoia Ranch School,Arizona
2011,400649,Heritage Elementary School,Arizona
2011,400653,Choice Education And Development Corporation Dba Arizona Con,Arizona
2011,400656,Rsd Charter School  Inc.,Arizona
2011,400680,Amphitheater Unified District,Arizona
2011,400745,Legacy Traditional Charter School,Arizona
2011,400751,Concordia Charter School  Inc.,Arizona
2011,400752,Pima County Jted,Arizona
2011,400755,Freedom Academy  Inc.,Arizona
2011,400759,Arizona Academy Of Leadership  Inc.,Arizona
2011,400764,University Public Schools  Inc.,Arizona
2011,400772,Mountain Institute Joint Technology Education District,Arizona
2011,400790,Apache Junction Unified District,Arizona
2011,400794,Western Arizona Vocational District #50,Arizona
2011,400797,Academy Del Sol  Inc.,Arizona
2011,400800,The Odyssey Preparatory Academy  Inc.,Arizona
2011,400811,Ombudsman Educational Services  Ltd  A Subsidiary Of Educati,Arizona
2011,400816,Educational Options Foundation,Arizona
2011,400826,Lifelong Learning Research Institute  Inc.	,Arizona
2011,400827,Ahwatukee Foothills Prep Early College High School  Inc.,Arizona
2011,400857,University Public Schools  Inc.,Arizona
2011,400910,Ash Fork Joint Unified District,Arizona
2011,400960,Avondale Elementary District,Arizona
2011,401000,Bagdad Unified District,Arizona
2011,401050,Balsz Elementary District,Arizona
2011,401180,Bisbee Unified District,Arizona
2011,401330,Bowie Unified District,Arizona
2011,401380,Buckeye Elementary District,Arizona
2011,401410,Buckeye Union High School District,Arizona
2011,401460,Sierra Vista Unified District,Arizona
2011,401500,Bullhead City School District,Arizona
2011,401600,Camp Verde Unified District,Arizona
2011,401680,Cartwright Elementary District,Arizona
2011,401710,Casa Grande Elementary District,Arizona
2011,401740,Casa Grande Union High School District,Arizona
2011,401760,Catalina Foothills Unified District,Arizona
2011,401810,Cedar Unified District,Arizona
2011,401870,Chandler Unified District,Arizona
2011,401940,Chinle Unified District,Arizona
2011,402110,Clifton Unified District,Arizona
2011,402320,Coolidge Unified District,Arizona
2011,402370,Cottonwood-Oak Creek Elementary District,Arizona
2011,402400,Crane Elementary District,Arizona
2011,402430,Creighton Elementary District,Arizona
2011,402480,Graham County Special Services,Arizona
2011,402530,Douglas Unified District,Arizona
2011,402600,Duncan Unified District,Arizona
2011,402690,Dysart Unified District,Arizona
2011,402740,Mary C O'brien Accommodation District,Arizona
2011,402790,Eloy Elementary District,Arizona
2011,402860,Flagstaff Unified District,Arizona
2011,402920,Florence Unified School District,Arizona
2011,403010,Flowing Wells Unified District,Arizona
2011,403040,Fountain Hills Unified District,Arizona
2011,403060,Fowler Elementary District,Arizona
2011,403080,Fredonia-Moccasin Unified District,Arizona
2011,403150,Fort Huachuca Accommodation District,Arizona
2011,403200,Fort Thomas Unified District,Arizona
2011,403240,Gadsden Elementary District,Arizona
2011,403290,Ganado Unified School District,Arizona
2011,403310,Gila Bend Unified District,Arizona
2011,403400,Gilbert Unified District,Arizona
2011,403420,Glendale Elementary District,Arizona
2011,403450,Glendale Union High School District,Arizona
2011,403500,Globe Unified District,Arizona
2011,403550,Grand Canyon Unified District,Arizona
2011,403730,Hayden-Winkelman Unified District,Arizona
2011,403780,Higley Unified School District,Arizona
2011,403820,Holbrook Unified District,Arizona
2011,403860,Maricopa County Regional District,Arizona
2011,403870,Humboldt Unified District,Arizona
2011,403950,Indian Oasis-Baboquivari Unified District,Arizona
2011,403960,Isaac Elementary District,Arizona
2011,403990,J O Combs Unified School District,Arizona
2011,404010,Joseph City Unified District,Arizona
2011,404060,Kayenta Unified District,Arizona
2011,404230,Kyrene Elementary District,Arizona
2011,404280,Lake Havasu Unified District,Arizona
2011,404290,Laveen Elementary District,Arizona
2011,404320,Liberty Elementary District,Arizona
2011,404380,Litchfield Elementary District,Arizona
2011,404410,Littlefield Unified District,Arizona
2011,404440,Littleton Elementary District,Arizona
2011,404500,Madison Elementary District,Arizona
2011,404570,Mammoth-San Manuel Unified District,Arizona
2011,404630,Marana Unified District,Arizona
2011,404720,Maricopa Unified School District,Arizona
2011,404770,Altar Valley Elementary District,Arizona
2011,404820,Mayer Unified School District,Arizona
2011,404970,Mesa Unified District,Arizona
2011,405030,Miami Unified District,Arizona
2011,405070,Mingus Union High School District,Arizona
2011,405190,Mohave Valley Elementary District,Arizona
2011,405320,Morenci Unified District,Arizona
2011,405360,Pima Accommodation District,Arizona
2011,405400,Murphy Elementary District,Arizona
2011,405460,Nadaburg Unified School District,Arizona
2011,405530,Nogales Unified District,Arizona
2011,405640,Oracle Elementary District,Arizona
2011,405670,Osborn Elementary District,Arizona
2011,405820,Page Unified District,Arizona
2011,405880,Palominas Elementary District,Arizona
2011,405930,Paradise Valley Unified District,Arizona
2011,405980,Parker Unified School District,Arizona
2011,406070,Payson Unified District,Arizona
2011,406120,Peach Springs Unified District,Arizona
2011,406210,Pendergast Elementary District,Arizona
2011,406250,Peoria Unified School District,Arizona
2011,406300,Phoenix Elementary District,Arizona
2011,406330,Phoenix Union High School District,Arizona
2011,406440,Pima Unified District,Arizona
2011,406580,Blue Ridge Unified District,Arizona
2011,406730,Prescott Unified District,Arizona
2011,406740,Sanders Unified District,Arizona
2011,406780,Quartzsite Elementary District,Arizona
2011,406810,Queen Creek Unified District,Arizona
2011,406850,Ray Unified District,Arizona
2011,406870,Red Mesa Unified District,Arizona
2011,406960,San Carlos Unified District,Arizona
2011,407020,Riverside Elementary District,Arizona
2011,407080,Roosevelt Elementary District,Arizona
2011,407130,Round Valley Unified District,Arizona
2011,407170,Saddle Mountain Unified School District,Arizona
2011,407200,Sacaton Elementary District,Arizona
2011,407240,Safford Unified District,Arizona
2011,407300,Sahuarita Unified District,Arizona
2011,407520,Santa Cruz Valley Unified District,Arizona
2011,407530,Santa Cruz Valley Union High School District,Arizona
2011,407570,Scottsdale Unified District,Arizona
2011,407630,Seligman Unified District,Arizona
2011,407700,Show Low Unified District,Arizona
2011,407750,Deer Valley Unified District,Arizona
2011,407820,Snowflake Unified District,Arizona
2011,407890,Somerton Elementary District,Arizona
2011,408020,St David Unified District,Arizona
2011,408080,St Johns Unified District,Arizona
2011,408170,Sunnyside Unified District,Arizona
2011,408230,Superior Unified School District,Arizona
2011,408280,Tanque Verde Unified District,Arizona
2011,408310,Tempe School District,Arizona
2011,408340,Tempe Union High School District,Arizona
2011,408410,Thatcher Unified District,Arizona
2011,408490,Tolleson Elementary District,Arizona
2011,408520,Tolleson Union High School District,Arizona
2011,408550,Toltec Elementary District,Arizona
2011,408600,Tombstone Unified District,Arizona
2011,408680,Tuba City Unified District,Arizona
2011,408800,Tucson Unified District,Arizona
2011,408820,Union Elementary District,Arizona
2011,408850,Vail Unified District,Arizona
2011,409060,Washington Elementary School District,Arizona
2011,409160,Whiteriver Unified District,Arizona
2011,409190,Wickenburg Unified District,Arizona
2011,409250,Willcox Unified District,Arizona
2011,409310,Williams Unified District,Arizona
2011,409390,Wilson Elementary District,Arizona
2011,409430,Window Rock Unified District,Arizona
2011,409460,Winslow Unified District,Arizona
2011,409540,Young Elementary District,Arizona
2011,409600,Yuma Elementary District,Arizona
2011,409630,Yuma Union High School District,Arizona
2011,409731,East Valley Institute Of Technology,Arizona
2011,409733,Sedona-Oak Creek Jusd #9,Arizona
2011,409734,Az Dept Of Juvenile Corrections,Arizona
2011,500001,Dewitt School District,Arkansas
2011,500006,Warren School District,Arkansas
2011,500009,Corning School District,Arkansas
2011,500012,Riverside School District,Arkansas
2011,500015,Sheridan School District,Arkansas
2011,500016,Marmaduke School District,Arkansas
2011,500017,Paragould School District,Arkansas
2011,500019,Batesville School District,Arkansas
2011,500020,Midland School District,Arkansas
2011,500021,Izard Co. Cons. School Dist.,Arkansas
2011,500023,Newport School District,Arkansas
2011,500026,Pine Bluff School District,Arkansas
2011,500028,Star City School District,Arkansas
2011,500029,Gosnell School District,Arkansas
2011,500030,Nevada School District,Arkansas
2011,500032,Bearden School District,Arkansas
2011,500035,Ark. School For The Blind,Arkansas
2011,500036,Ark. School For The Deaf,Arkansas
2011,500041,Western Yell Co. School Dist.,Arkansas
2011,500042,Hamburg School District,Arkansas
2011,500043,Mountain Home School District,Arkansas
2011,500044,Magnolia School District,Arkansas
2011,500045,So. Miss. County School Dist.,Arkansas
2011,500046,Manila School District,Arkansas
2011,500047,Trumann School District,Arkansas
2011,500048,East Poinsett Co. School Dist.,Arkansas
2011,500049,Dequeen School District,Arkansas
2011,500051,Palestine-Wheatley Sch. Dist.,Arkansas
2011,500055,Benton County School Of Arts,Arkansas
2011,500059,Academics Plus Charter School,Arkansas
2011,500062,Kipp Delta Public Schools,Arkansas
2011,500065,Lafayette County School District,Arkansas
2011,500067,Cleveland County School Dist.,Arkansas
2011,500068,Emerson-Taylor School District,Arkansas
2011,500070,Cedar Ridge School District,Arkansas
2011,500071,Hillcrest School District,Arkansas
2011,500072,Deer/Mt. Judea School District,Arkansas
2011,500073,Ouachita River School District,Arkansas
2011,500074,Lisa Academy Charter,Arkansas
2011,500076,Ozark Mountain School District,Arkansas
2011,500079,Two Rivers School District,Arkansas
2011,500082,Lawrence County School District,Arkansas
2011,500394,Arkansas Virtual Academy,Arkansas
2011,500397,Covenant Keepers Middle Charter,Arkansas
2011,500399,Lisa Academy North Charter,Arkansas
2011,500402,Jacksonville Lighthouse Charter,Arkansas
2011,500405,Cossatot River School District,Arkansas
2011,502250,Alma School District,Arkansas
2011,502280,Alpena School District,Arkansas
2011,502430,Arkadelphia School District,Arkansas
2011,502550,Armorel School District,Arkansas
2011,502580,Ashdown School District,Arkansas
2011,502610,Atkins School District,Arkansas
2011,502670,Augusta School District,Arkansas
2011,502700,Bald Knob School District,Arkansas
2011,502730,Barton-Lexa School District,Arkansas
2011,502790,Bauxite School District,Arkansas
2011,502820,Bay School District,Arkansas
2011,502880,Beebe School District,Arkansas
2011,502960,Benton School District,Arkansas
2011,503030,Pea Ridge School District,Arkansas
2011,503060,Bentonville School District,Arkansas
2011,503090,Bergman School District,Arkansas
2011,503150,Berryville School District,Arkansas
2011,503240,Bismarck School District,Arkansas
2011,503300,Blevins School District,Arkansas
2011,503320,Blytheville School District,Arkansas
2011,503420,Lead Hill School District,Arkansas
2011,503450,Booneville School District,Arkansas
2011,503480,Bradford School District,Arkansas
2011,503510,Bradley School District,Arkansas
2011,503630,Brinkley School District,Arkansas
2011,503640,Brookland School District,Arkansas
2011,503690,Bryant School District,Arkansas
2011,503710,Buffalo Is. Central Sch. Dist.,Arkansas
2011,503750,Cabot School District,Arkansas
2011,503770,Caddo Hills School District,Arkansas
2011,503840,Calico Rock School District,Arkansas
2011,503960,Carlisle School District,Arkansas
2011,504020,Westside Cons. School District,Arkansas
2011,504050,Cave City School District,Arkansas
2011,504080,Cedarville School District,Arkansas
2011,504110,Genoa Central School District,Arkansas
2011,504170,White Co. Central School Dist.,Arkansas
2011,504200,Charleston School District,Arkansas
2011,504350,Clarendon School District,Arkansas
2011,504370,Rector School District,Arkansas
2011,504380,Clarksville School District,Arkansas
2011,504410,Clinton School District,Arkansas
2011,504560,Concord School District,Arkansas
2011,504590,Conway School District,Arkansas
2011,504680,Cotter School District,Arkansas
2011,504740,County Line School District,Arkansas
2011,504800,Crossett School District,Arkansas
2011,504860,Cutter-Morning Star Sch. Dist.,Arkansas
2011,504890,Danville School District,Arkansas
2011,504930,Dardanelle School District,Arkansas
2011,504980,Decatur School District,Arkansas
2011,505170,Dermott School District,Arkansas
2011,505190,Des Arc School District,Arkansas
2011,505340,Dierks School District,Arkansas
2011,505410,Dollarway School District,Arkansas
2011,505430,Dover School District,Arkansas
2011,505470,Drew Central School District,Arkansas
2011,505500,Dumas School District,Arkansas
2011,505550,Earle School District,Arkansas
2011,505580,East End School District,Arkansas
2011,505680,El Dorado School District,Arkansas
2011,505760,Elkins School District,Arkansas
2011,505850,England School District,Arkansas
2011,505970,Eureka Springs School District,Arkansas
2011,506060,Camden Fairview School Dist.,Arkansas
2011,506090,Farmington School District,Arkansas
2011,506120,Fayetteville School District,Arkansas
2011,506150,Flippin School District,Arkansas
2011,506210,Fordyce School District,Arkansas
2011,506240,Foreman School District,Arkansas
2011,506270,Forrest City School District,Arkansas
2011,506330,Fort Smith School District,Arkansas
2011,506360,Fouke School District,Arkansas
2011,506420,Fountain Lake School District,Arkansas
2011,506540,Gentry School District,Arkansas
2011,506630,Glen Rose School District,Arkansas
2011,506690,Centerpoint School District,Arkansas
2011,506840,Gravette School District,Arkansas
2011,506870,Green Forest School District,Arkansas
2011,506900,Greenbrier School District,Arkansas
2011,506930,Greenland School District,Arkansas
2011,506990,Greenwood School District,Arkansas
2011,507110,Gurdon School District,Arkansas
2011,507140,Guy-Perkins School District,Arkansas
2011,507170,Hackett School District,Arkansas
2011,507230,Hampton School District,Arkansas
2011,507290,Harmony Grove School District,Arkansas
2011,507320,Harmony Grove School District,Arkansas
2011,507350,Harrisburg School District,Arkansas
2011,507380,Harrison School District,Arkansas
2011,507410,Hartford School District,Arkansas
2011,507530,Hazen School District,Arkansas
2011,507560,Heber Springs School District,Arkansas
2011,507620,Hector School District,Arkansas
2011,507680,Helena/ W.helena School Dist.,Arkansas
2011,507710,Hermitage School District,Arkansas
2011,507740,Cross County School District,Arkansas
2011,507770,Highland School District,Arkansas
2011,507840,Hope School District,Arkansas
2011,507860,Horatio School District,Arkansas
2011,507890,Hot Springs School District,Arkansas
2011,507920,Jessieville School District,Arkansas
2011,507990,Hoxie School District,Arkansas
2011,508010,Hughes School District,Arkansas
2011,508040,West Memphis School District,Arkansas
2011,508130,Huntsville School District,Arkansas
2011,508240,Jasper School District,Arkansas
2011,508280,Jonesboro School District,Arkansas
2011,508340,Junction City School District,Arkansas
2011,508400,Riverview School District,Arkansas
2011,508490,Kirby School District,Arkansas
2011,508610,Lake Hamilton School District,Arkansas
2011,508640,Lakeside School District,Arkansas
2011,508670,Lakeside School District,Arkansas
2011,508700,Lamar School District,Arkansas
2011,508730,Lavaca School District,Arkansas
2011,508940,Lincoln School District,Arkansas
2011,509000,Little Rock School District,Arkansas
2011,509060,Lonoke School District,Arkansas
2011,509150,Magazine School District,Arkansas
2011,509190,Magnet Cove School Dist.,Arkansas
2011,509240,Malvern School District,Arkansas
2011,509270,Mammoth Spring School District,Arkansas
2011,509330,Mansfield School District,Arkansas
2011,509360,Lee County School District,Arkansas
2011,509390,Marion School District,Arkansas
2011,509420,Marked Tree School District,Arkansas
2011,509480,Searcy County School District,Arkansas
2011,509510,Marvell School District,Arkansas
2011,509540,Mayflower School District,Arkansas
2011,509570,Maynard School District,Arkansas
2011,509600,Mccrory School District,Arkansas
2011,509630,Mcgehee School District,Arkansas
2011,509720,Melbourne School District,Arkansas
2011,509750,Mena School District,Arkansas
2011,509780,Mineral Springs School Dist.,Arkansas
2011,509840,Monticello School District,Arkansas
2011,509990,Mount Ida School District,Arkansas
2011,510080,Mt. Vernon/Enola School Dist.,Arkansas
2011,510170,Mountain Pine School District,Arkansas
2011,510200,Mountain View School District,Arkansas
2011,510260,Mountainburg School District,Arkansas
2011,510290,Mulberry School District,Arkansas
2011,510320,South Pike County School District,Arkansas
2011,510380,Nashville School District,Arkansas
2011,510410,Nemo Vista School District,Arkansas
2011,510440,Nettleton School District,Arkansas
2011,510560,Norfork School District,Arkansas
2011,510620,Norphlet School District,Arkansas
2011,510680,N. Little Rock School District,Arkansas
2011,510920,Omaha School District,Arkansas
2011,510950,Osceola School District,Arkansas
2011,510980,Ouachita School District,Arkansas
2011,511010,Ozark School District,Arkansas
2011,511070,Pangburn School District,Arkansas
2011,511130,Paris School District,Arkansas
2011,511220,Parkers Chapel School Dist.,Arkansas
2011,511340,Perryville School District,Arkansas
2011,511370,Piggott School District,Arkansas
2011,511610,Pocahontas School District,Arkansas
2011,511700,Pottsville School District,Arkansas
2011,511730,Poyen School District,Arkansas
2011,511760,Prairie Grove School District,Arkansas
2011,511820,Prescott School District,Arkansas
2011,511850,Pulaski Co. Spec. School Dist.,Arkansas
2011,511880,Quitman School District,Arkansas
2011,511970,Rogers School District,Arkansas
2011,512000,Rose Bud School District,Arkansas
2011,512060,Russellville School District,Arkansas
2011,512090,Salem School District,Arkansas
2011,512180,Scranton School District,Arkansas
2011,512210,Searcy School District,Arkansas
2011,512420,Shirley School District,Arkansas
2011,512450,Siloam Springs School District,Arkansas
